cor	gene
0.037	AL133523.1
0.037	TMEM121
0.037	GOLGA8G
0.037	TJP1
0.037	ARHGAP11B
0.037	SERINC4
0.037	WDR76
0.037	AC103739.1
0.037	Z69706.1
0.037	GFOD2
0.037	AC004943.2
0.037	AC009145.3
0.037	LINC02193
0.037	ZFP3
0.037	YBX2
0.037	ALDH3A2
0.037	DHRS13
0.037	WIPI1
0.037	SLC25A10
0.037	AC006238.1
0.037	ABHD12
0.037	OSER1
0.037	ZFP64
0.037	RAB22A
0.037	LSM14B
0.037	HRH3
0.037	RTEL1-TNFRSF6B
0.037	YJU2
0.037	YIPF2
0.037	ZNF20
0.037	BORCS8
0.037	LINC01534
0.037	EGLN2
0.037	TRIOBP
0.037	MICALL1
0.037	CDPF1
0.037	NRIP1
0.037	HLCS
0.036	CFAP74
0.036	WRAP73
0.036	ZBTB17
0.036	DNALI1
0.036	SLC35A3
0.036	VANGL1
0.036	ANKRD34A
0.036	AL354732.1
0.036	IPO9-AS1
0.036	ZC3H11A
0.036	DISP1
0.036	AL390728.6
0.036	ALMS1
0.036	BOLA3-AS1
0.036	EN1
0.036	NEB
0.036	MARCH7
0.036	FEV
0.036	SLC16A14
0.036	WDR48
0.036	ZNF35
0.036	AMT
0.036	CDHR4
0.036	EOGT
0.036	PFN2
0.036	BLOC1S4
0.036	AC107067.1
0.036	SREK1IP1
0.036	AC025176.1
0.036	GIN1
0.036	PCBD2
0.036	AC008438.2
0.036	CCNG1
0.036	AL031123.1
0.036	ABHD16A
0.036	C6orf89
0.036	GLP1R
0.036	AK9
0.036	ASF1A
0.036	STXBP5-AS1
0.036	CCDC170
0.036	PEG10
0.036	UFSP1
0.036	PAXIP1
0.036	STS
0.036	RTL5
0.036	FHL1
0.036	SDR16C5
0.036	CDKN2B-AS1
0.036	AL133410.2
0.036	AL160269.1
0.036	ZNF189
0.036	RNF183
0.036	ZDHHC12
0.036	AK8
0.036	APBB1
0.036	CSTF3-DT
0.036	CRY2
0.036	MTMR2
0.036	MAML2
0.036	C11orf65
0.036	KMT2A
0.036	TTC36
0.036	TMEM136
0.036	ACBD7
0.036	AL450384.2
0.036	JMJD1C
0.036	LDB3
0.036	PTEN
0.036	AC067735.1
0.036	ZC3H10
0.036	AC078880.5
0.036	INTS6-AS1
0.036	CLN5
0.036	UGGT2
0.036	MYH7
0.036	AP5M1
0.036	VIPAS39
0.036	LINC02291
0.036	TRAF3
0.036	EXD1
0.036	MYO5A
0.036	MYO9A
0.036	MAN2C1
0.036	SPSB3
0.036	AC008551.1
0.036	METTL9
0.036	AC007614.1
0.036	AC009118.3
0.036	PRMT7
0.036	SNTB2
0.036	COG8.1
0.036	IL17C
0.036	AC130343.1
0.036	AC090617.3
0.036	SPNS2
0.036	AC004771.4
0.036	CNTROB
0.036	MYH3
0.036	AC005304.3
0.036	SARM1
0.036	TCAP
0.036	EFCAB13
0.036	AC040934.1
0.036	MGAT5B
0.036	TUBB6
0.036	TAF4B
0.036	ONECUT2
0.036	AC114341.1
0.036	SPEF1
0.036	PLCB1
0.036	STK4-AS1
0.036	GNAS
0.036	AL121917.1
0.036	AC011499.1
0.036	MISP3
0.036	ZNF43
0.036	ZNF829
0.036	AC000068.3
0.036	RSPH14
0.036	RNF185
0.036	CBX6
0.036	RBX1
0.036	RTL6
0.036	NUP50-DT
0.036	C21orf91
0.036	AP000266.1
0.036	EVA1C
0.035	TMEM39B
0.035	AGO3
0.035	CCDC30
0.035	LRRC7
0.035	ACADM
0.035	AL356488.3
0.035	SEC22B
0.035	ETV3
0.035	CD1C
0.035	DCAF8
0.035	KMO
0.035	VRK2
0.035	VPS54
0.035	LGALSL
0.035	TCF7L1
0.035	GAD1
0.035	AC079305.3
0.035	PIKFYVE
0.035	AC079610.2
0.035	AC093382.1
0.035	AC073254.1
0.035	ITPR1
0.035	HACL1
0.035	FBXL2
0.035	VILL
0.035	AC006058.1
0.035	P2RY14
0.035	LIPH
0.035	LINC01063
0.035	RNF4
0.035	TAPT1
0.035	G3BP2
0.035	METAP1
0.035	EXOSC9
0.035	USP38
0.035	CBR4
0.035	SH3RF1
0.035	TRIO
0.035	CPLANE1
0.035	PAM
0.035	P4HA2
0.035	FAXDC2
0.035	UHRF1BP1
0.035	FANCE
0.035	FRS3
0.035	AL135905.1
0.035	SLC17A5
0.035	TSPYL1
0.035	IGF2BP3
0.035	ANKIB1
0.035	SLC25A13
0.035	TECPR1
0.035	AC005020.2
0.035	MBLAC1
0.035	HILPDA
0.035	AC018638.7
0.035	TMEM213
0.035	AC093673.1
0.035	WDR13
0.035	RPL36A-HNRNPH2
0.035	TCEAL1
0.035	FAM199X
0.035	MTMR9
0.035	TNFRSF10C
0.035	GEM
0.035	RRM2B
0.035	PLPP6
0.035	HABP4
0.035	FOXE1
0.035	PDCL
0.035	MUC5B
0.035	TPH1
0.035	RCN1
0.035	ALX4
0.035	AP001107.1
0.035	AP002807.1
0.035	RELT
0.035	AP003392.4
0.035	GLB1L2
0.035	ZEB1-AS1
0.035	ZNF239
0.035	NUTM2B-AS1
0.035	BBIP1
0.035	ZNF384
0.035	AC087241.3
0.035	RND1
0.035	AC023794.2
0.035	POC1B-AS1
0.035	AC079385.1
0.035	TESC-AS1
0.035	VPS33A
0.035	THRIL
0.035	GJA3
0.035	FNDC3A
0.035	KDELC1
0.035	AL139384.1
0.035	REM2
0.035	FERMT2
0.035	LINC00520
0.035	PTGR2
0.035	MLH3
0.035	CEP170B
0.035	CDCA4
0.035	TPM1
0.035	VPS33B
0.035	LRRC28
0.035	CCDC154
0.035	FLYWCH1
0.035	AC025283.2
0.035	PMFBP1
0.035	TMUB2
0.035	TUBD1
0.035	PRPSAP1
0.035	MAFG-DT
0.035	AC015961.2
0.035	RTTN
0.035	FBXO15
0.035	WISP2
0.035	ZNF426
0.035	AC092069.1
0.035	C19orf44
0.035	LINC00663
0.035	FBXO17
0.035	SPACA6
0.035	ZNF701
0.035	LENG1
0.035	ZNF548
0.035	SLC25A18
0.035	PLA2G6
0.035	SCO2
0.035	GRIK1
0.035	FTCD
0.034	CLSTN1
0.034	CORT
0.034	WDTC1
0.034	ADGRB2
0.034	MANEAL
0.034	KDM4A
0.034	EPHX4
0.034	AL359258.1
0.034	KCNC4
0.034	AP4B1-AS1
0.034	NBPF12
0.034	AL391069.2
0.034	SLC39A1
0.034	IL6R
0.034	AL445483.1
0.034	AC138393.3
0.034	SDCCAG8
0.034	AC009242.1
0.034	PLB1
0.034	PRKD3
0.034	CHAC2
0.034	C2orf81
0.034	ELMOD3
0.034	LINC00342
0.034	SOWAHC
0.034	RGPD8
0.034	SLC20A1
0.034	KLHL41
0.034	AC012510.1
0.034	WNT7A
0.034	HTD2
0.034	LMLN-AS1
0.034	LINC02482
0.034	ACOX3
0.034	AC027271.1
0.034	PKD2
0.034	AC078881.1
0.034	ANKRD33B
0.034	TMEM161B-AS1
0.034	SLC22A5
0.034	CLINT1
0.034	AC113414.1
0.034	DAXX
0.034	FOXO3
0.034	CEP85L
0.034	FRMD1
0.034	FBXL18
0.034	AC006027.1
0.034	TYW1B
0.034	CROT
0.034	AC007566.1
0.034	ZSCAN25
0.034	SPDYE2B
0.034	THAP5
0.034	CFAP47
0.034	CLCN5
0.034	IGBP1
0.034	GPRASP1
0.034	TRPA1
0.034	OSGIN2
0.034	SNTB1
0.034	NFX1
0.034	OR1K1
0.034	TEAD1
0.034	EML3
0.034	KCNE3
0.034	AQP11
0.034	SIK2
0.034	AP003486.1
0.034	NSUN6
0.034	TYSND1
0.034	CHUK
0.034	TAF5
0.034	ERC1
0.034	AC010186.1
0.034	AC008014.1
0.034	FMNL3
0.034	CYP27B1
0.034	TBC1D30
0.034	ATP2B1
0.034	ZAR1L
0.034	INTS6
0.034	BIVM
0.034	CDKN3
0.034	ANGEL1
0.034	CPSF2
0.034	TECPR2
0.034	FSIP1
0.034	PLA2G4B
0.034	PARP16
0.034	AC116913.1
0.034	LRRC49
0.034	PTPN9
0.034	NRG4
0.034	AC009065.4
0.034	ZKSCAN2
0.034	ARL2BP
0.034	AC087500.1
0.034	ZNF287
0.034	AC024267.1
0.034	WFIKKN2
0.034	AC022211.2
0.034	UNC13D
0.034	CCDC40
0.034	SIRT7
0.034	ZNF750
0.034	AP001029.2
0.034	AC006557.3
0.034	AC011815.2
0.034	DZANK1
0.034	HM13-AS1
0.034	SGK2
0.034	TTPAL
0.034	FSTL3
0.034	DAPK3
0.034	ACSBG2
0.034	GCDH
0.034	PAK4
0.034	ZNF780B
0.034	AC010325.2
0.034	DGCR8
0.034	PRR34-AS1
0.034	LTN1
0.033	FHAD1
0.033	AL031283.2
0.033	EXO5
0.033	CCDC24
0.033	ZYG11B
0.033	CTH
0.033	RHOC
0.033	AL157904.1
0.033	ITGA10
0.033	KCNN3
0.033	AL451074.2
0.033	SERPINC1
0.033	MARC1
0.033	RHOB
0.033	LDAH
0.033	MRPL53
0.033	AC005034.4
0.033	LYG1
0.033	AMMECR1L
0.033	HECW2
0.033	AC020571.1
0.033	SMARCAL1
0.033	IL17RC
0.033	APEH
0.033	MON1A
0.033	LINC00960
0.033	UPK1B
0.033	DIRC2
0.033	SEC22A
0.033	SENP2
0.033	SLC26A1
0.033	C4orf33
0.033	NOCT
0.033	TRIM2
0.033	FAT1
0.033	MBLAC2
0.033	AC008522.1
0.033	AC008429.1
0.033	AL138720.1
0.033	SAPCD1
0.033	OARD1
0.033	PRICKLE4
0.033	KLHDC3
0.033	KPNA5
0.033	PMS2
0.033	HOXA9
0.033	DPY19L1
0.033	AP4M1
0.033	AC073842.1
0.033	AC004918.1
0.033	CTAGE8
0.033	AC005586.1
0.033	GEMIN8
0.033	AC034111.1
0.033	SLC35G5
0.033	AP3M2
0.033	AP002907.1
0.033	AC012213.1
0.033	AC233992.2
0.033	ZNF34
0.033	PLAA
0.033	ALDH1B1
0.033	AL161457.2
0.033	SNX30
0.033	SLC31A2
0.033	ALAD
0.033	RABGAP1
0.033	ZER1
0.033	NACC2
0.033	AP001160.2
0.033	AP000769.2
0.033	AP005019.1
0.033	ENKUR
0.033	AL451107.1
0.033	MRLN
0.033	DNAJC12
0.033	H2AFY2
0.033	AL391988.1
0.033	HTRA1
0.033	ALG10
0.033	MFSD5
0.033	LINC00485
0.033	AC069234.2
0.033	UNC119B
0.033	C12orf65
0.033	AL139353.2
0.033	AL110118.2
0.033	PLD4
0.033	SNUPN
0.033	NR2F2
0.033	AC036108.1
0.033	AC090164.3
0.033	ZSCAN32
0.033	ABCC1
0.033	SLC12A4
0.033	NQO1
0.033	AC116667.2
0.033	SLC22A31
0.033	FAM157C
0.033	AC233723.1
0.033	LLGL1
0.033	EFCAB5
0.033	AC015674.1
0.033	SNX11
0.033	AC005702.1
0.033	TSEN54
0.033	TEN1
0.033	PIK3C3
0.033	RPL17-C18orf32
0.033	SIRPB1
0.033	XRN2
0.033	ZSWIM1
0.033	TMEM147-AS1
0.033	AC002115.1
0.033	DPF1
0.033	C19orf54
0.033	ZNF404
0.033	PPP1R13L
0.033	DMWD
0.033	ZNF649
0.033	ZNF628
0.033	ZNF582-AS1
0.033	ZNF583
0.033	AC012313.8
0.033	MICAL3
0.033	LZTR1
0.033	ZNF70
0.033	YWHAH
0.033	BRD1
0.033	RABL2B
0.033	AP000569.1
0.033	AP001505.1
0.032	PCSK9
0.032	AL449266.1
0.032	AL592148.3
0.032	MIXL1
0.032	CFAP36
0.032	ANTXR1
0.032	AC007040.2
0.032	MOB1A
0.032	SLC35F5
0.032	SP9
0.032	RAPH1
0.032	ZNF148
0.032	OSBPL11
0.032	ZBTB38
0.032	ADD1
0.032	MSX1
0.032	ZNF518B
0.032	PRDM8
0.032	TIGD2
0.032	ENPEP
0.032	AC096711.3
0.032	DCLK2
0.032	SNX25
0.032	FRG1-DT
0.032	FRG2
0.032	FBXO4
0.032	SMIM15-AS1
0.032	POLK
0.032	TMEM167A
0.032	PJA2
0.032	AC005618.2
0.032	PRELID2
0.032	ATOX1
0.032	TPMT
0.032	GPLD1
0.032	RNF5
0.032	ZNF76
0.032	PPARD
0.032	GJB7
0.032	FBXL4
0.032	OCM
0.032	ZNF12
0.032	CASTOR2
0.032	DTX2
0.032	MAGI2
0.032	AC016831.1
0.032	RBM33
0.032	ASB9
0.032	POF1B
0.032	NCALD
0.032	TRPS1
0.032	RNF139
0.032	WASHC5
0.032	SLC39A4
0.032	WASHC1
0.032	KIF24
0.032	AUH
0.032	AL138895.1
0.032	PHLDA2
0.032	AC091564.2
0.032	TPBGL
0.032	ME3
0.032	C11orf71
0.032	NCOA4
0.032	AL731569.1
0.032	BMPR1A
0.032	LIPA
0.032	SUFU
0.032	SLK
0.032	INPP5F
0.032	PIP4K2C
0.032	TMTC3
0.032	TCHP
0.032	RNFT2
0.032	TTC5
0.032	METTL3
0.032	LTB4R
0.032	ARHGAP5-AS1
0.032	PPM1A
0.032	CHURC1
0.032	OTUB2
0.032	AC010809.1
0.032	RNF111
0.032	AC107871.1
0.032	NPTN
0.032	CYP1A1
0.032	SNX33
0.032	RHCG
0.032	SNHG19
0.032	ECI1
0.032	ADCY9
0.032	NPIPB2
0.032	PDXDC1
0.032	CMTM4
0.032	PDP2
0.032	AC092718.5
0.032	TAOK1
0.032	AC005899.6
0.032	AC091551.1
0.032	CNBD2
0.032	EPB41L1
0.032	GNAS-AS1
0.032	ZNF57
0.032	MPND
0.032	HSD11B1L
0.032	AC114271.1
0.032	TYK2
0.032	TMEM59L
0.032	IFNL1
0.032	ZNF766
0.032	ZNF480
0.032	ZNF528
0.032	MTMR3
0.032	SEC14L4
0.032	URB1-AS1
0.032	SETD4
0.032	DYRK1A
0.032	PWP2
0.032	AC004556.1
0.031	CLCN6
0.031	PINK1-AS
0.031	AGO1
0.031	ZFP69B
0.031	FPGT-TNNI3K
0.031	SLC16A4
0.031	IGSF3
0.031	GDAP2
0.031	AC234582.2
0.031	ETV3L
0.031	PIGM
0.031	MPZ
0.031	CENPL
0.031	RNASEL
0.031	AL136454.1
0.031	PSEN2
0.031	CATSPERE
0.031	C2orf48
0.031	AC022201.2
0.031	RNF103
0.031	LINC01934
0.031	ALS2CR12
0.031	CARF
0.031	NPRL2
0.031	NEPRO
0.031	CCDC50
0.031	AC016773.1
0.031	AC021127.1
0.031	AC108062.1
0.031	FASTKD3
0.031	AC025171.5
0.031	AGGF1
0.031	CMYA5
0.031	FAM174A
0.031	AP3S1
0.031	MATR3
0.031	RNF145
0.031	AC011363.1
0.031	SKIV2L
0.031	TRAM2-AS1
0.031	NFE2L3
0.031	HOXA11
0.031	TMEM248
0.031	LRCH4
0.031	CAPZA2
0.031	IMPDH1
0.031	PRAF2
0.031	RLIM
0.031	PNMA5
0.031	TMLHE
0.031	INTS9
0.031	AC107952.2
0.031	NSMAF
0.031	KIAA1958
0.031	NEK6
0.031	MIGA2
0.031	SLC43A1
0.031	C11orf68
0.031	FUT4
0.031	ZBTB16
0.031	DPAGT1
0.031	SLC25A28
0.031	AL133215.2
0.031	DOCK1
0.031	P3H3
0.031	H2AFJ
0.031	ETFRF1
0.031	ARNTL2
0.031	SPATS2
0.031	KBTBD7
0.031	VPS36
0.031	NUMB
0.031	PROX2
0.031	TTLL5
0.031	TMEM251
0.031	BTBD7
0.031	DICER1-AS1
0.031	ATG2B
0.031	ARHGAP11A
0.031	PYGO1
0.031	AC090517.4
0.031	IQCH-AS1
0.031	AL031714.1
0.031	AC106820.5
0.031	AC007216.4
0.031	SMG6
0.031	ZNF18
0.031	PIGS
0.031	TP53I13
0.031	UNC45B
0.031	PEX12
0.031	DCAKD
0.031	ZHX3
0.031	DBNDD2
0.031	SPATA2
0.031	AC024592.3
0.031	INSR
0.031	ILF3-DT
0.031	PTGER1
0.031	AC008764.8
0.031	MED26
0.031	AC005253.1
0.031	ZNF486
0.031	AC006504.1
0.031	ZFP82
0.031	LINC01480
0.031	ZNF226
0.031	MARK4
0.031	ZSWIM9
0.031	RPS11
0.031	IL4I1
0.031	ZNF28
0.031	TSEN34
0.031	ZNF551
0.031	ZNF274
0.031	MAPK1
0.031	ADORA2A
0.031	ASPHD2
0.031	NF2
0.031	CCDC157
0.031	PRR34
0.031	C21orf62-AS1
0.031	IFNAR1
0.031	AC240274.1
0.03	CAMTA1-DT
0.03	BX284668.2
0.03	RAP1GAP
0.03	WLS
0.03	TAF13
0.03	SRGAP2B
0.03	SV2A
0.03	POGZ
0.03	AL450992.2
0.03	DEDD
0.03	KLHL20
0.03	ANGEL2
0.03	RAB3GAP2
0.03	ID2-AS1
0.03	AC062028.1
0.03	EVA1A
0.03	NT5DC4
0.03	SFT2D3
0.03	GPD2
0.03	COL5A2
0.03	C2orf69
0.03	DGKD
0.03	TTLL3
0.03	VHL
0.03	EAF1-AS1
0.03	OXSR1
0.03	CSPG5
0.03	ACY1
0.03	GLT8D1
0.03	KBTBD8
0.03	TIPARP-AS1
0.03	NCEH1
0.03	LINC02447
0.03	AC106047.1
0.03	RCHY1
0.03	SGMS2
0.03	HSPA4L
0.03	WDR17
0.03	MTRR
0.03	SPEF2
0.03	AC092354.2
0.03	MRPS36
0.03	EPB41L4A-AS1
0.03	PGGT1B
0.03	AC106795.2
0.03	RUFY1
0.03	MYLK4
0.03	TCF19
0.03	FKBPL
0.03	UNC5CL
0.03	SRF
0.03	MAD2L1BP
0.03	CENPQ
0.03	AL121972.1
0.03	MAP7
0.03	PLEKHG1
0.03	SERAC1
0.03	SOD2-OT1
0.03	PDGFA
0.03	ELFN1-AS1
0.03	CCZ1
0.03	FAM220A
0.03	EPDR1
0.03	PTPN12
0.03	TP53TG1
0.03	ZNF786
0.03	TAB3-AS2
0.03	USP51
0.03	MIR503HG
0.03	CLIC2
0.03	FAM66B
0.03	ZC3H3
0.03	RFX3-AS1
0.03	AK3
0.03	CFAP157
0.03	TMEM250
0.03	TPRN
0.03	NDOR1
0.03	TSG101
0.03	AC024475.1
0.03	TMEM138
0.03	TSKU
0.03	CCDC84
0.03	WDR37
0.03	AL117336.3
0.03	ZNF485
0.03	GLUD1
0.03	HPS1
0.03	SFR1
0.03	BUB3
0.03	AC079601.1
0.03	CSAD
0.03	MIP
0.03	AC024909.1
0.03	ARPC3
0.03	RAD9B
0.03	SETD1B
0.03	ZNF26
0.03	RFXAP
0.03	LACC1
0.03	FGF14
0.03	ING1
0.03	ZNF219
0.03	TOGARAM1
0.03	SOS2
0.03	AL122125.1
0.03	AL391261.2
0.03	AC005520.2
0.03	PIGB
0.03	AC055855.1
0.03	FEM1B
0.03	TLNRD1
0.03	AC004494.1
0.03	AC022167.2
0.03	NPIPA8
0.03	VPS35L
0.03	CCDC189
0.03	AC135048.3
0.03	STX4
0.03	DDX19B
0.03	FUK
0.03	DNAAF1
0.03	HS3ST3A1
0.03	MPRIP-AS1
0.03	MED9
0.03	LRRC3C
0.03	KRT19
0.03	TMEM101
0.03	SEPT4-AS1
0.03	MED13
0.03	AP005329.2
0.03	CHMP1B
0.03	TRIB3
0.03	RSPO4
0.03	EYA2
0.03	ZNF561
0.03	CILP2
0.03	ZNF599
0.03	BCKDHA
0.03	NAPA-AS1
0.03	NR1H2
0.03	ZNF814
0.03	ZNF135
0.03	AC020915.3
0.03	GSC2
0.03	EFCAB6
0.03	MAP3K7CL
0.029	C1orf127
0.029	LINC01783
0.029	FUCA1
0.029	YARS
0.029	RHBDL2
0.029	LURAP1
0.029	EFCAB14
0.029	TMEM59
0.029	TM2D1
0.029	C1orf146
0.029	CNN3
0.029	PTBP2
0.029	SLC30A7
0.029	F11R
0.029	NUF2
0.029	LINC00299
0.029	CLHC1
0.029	GALNT5
0.029	SLC4A10
0.029	HOXD9
0.029	ITGA4
0.029	C2orf72
0.029	GORASP1
0.029	USP19
0.029	EFCAB12
0.029	SPSB4
0.029	FGF12
0.029	TCTEX1D2
0.029	RAB28
0.029	LINC02469
0.029	CCSER1
0.029	MIR4458HG
0.029	MTMR12
0.029	AC010478.1
0.029	GPBP1
0.029	ELOVL7
0.029	MIR583HG
0.029	STARD4
0.029	SEMA6A
0.029	SLC22A4
0.029	AC109454.2
0.029	SEC24A
0.029	AC008438.1
0.029	PCDHGB5
0.029	SLC36A1
0.029	AC008456.1
0.029	GPRIN1
0.029	MRNIP
0.029	ZBED9
0.029	LINC02569
0.029	IER3-AS1
0.029	GTF2H4
0.029	AL136304.1
0.029	ENPP4
0.029	RNF217
0.029	PLAGL1
0.029	FNDC1
0.029	AIRN
0.029	AL009176.1
0.029	DAGLB
0.029	DNAH11
0.029	LINC02476
0.029	ATP6V1FNB
0.029	CHPF2
0.029	NHS
0.029	CASK
0.029	ZNF182
0.029	TRO
0.029	CHIC1
0.029	XIAP
0.029	AC087623.1
0.029	AC064807.1
0.029	NCOA2
0.029	FOCAD
0.029	TPM2
0.029	KLF9
0.029	TLE1
0.029	ZNF510
0.029	C9orf147
0.029	AC136475.5
0.029	ZBED5-AS1
0.029	LMO2
0.029	CLP1
0.029	AP000487.1
0.029	FEZ1
0.029	HYLS1
0.029	CDON
0.029	AL117339.5
0.029	ZNF32
0.029	ZNF503-AS2
0.029	KIF11
0.029	SFXN2
0.029	CFAP58
0.029	FAM160B1
0.029	LINC02449
0.029	AC073611.1
0.029	ZNF385A
0.029	ZDHHC17
0.029	PLXNC1
0.029	FBXL3
0.029	POU4F1
0.029	TRAJ10
0.029	WDR89
0.029	ACOT4
0.029	AL049780.2
0.029	GSKIP
0.029	PPP1R13B
0.029	GABRB3
0.029	RMDN3
0.029	CCNB2
0.029	TLN2
0.029	GOLGA6L10
0.029	AC084855.1
0.029	ZNF319
0.029	SLC38A7
0.029	ZNF594
0.029	PHF23
0.029	AC135178.5
0.029	NDEL1
0.029	C17orf50
0.029	GGNBP2
0.029	PCGF2
0.029	HOXB8
0.029	PPM1D
0.029	DCXR
0.029	CSNK1D
0.029	ROCK1
0.029	DYM
0.029	ZNF407
0.029	PQLC1
0.029	STK35
0.029	EFCAB8
0.029	SLC12A5-AS1
0.029	ZNF266
0.029	ZNF627
0.029	ANKRD27
0.029	ZNF30
0.029	AC002116.2
0.029	KCNK6
0.029	ZNF180
0.029	APOE
0.029	TMEM143
0.029	CGB2
0.029	ZNF329
0.029	AP000350.6
0.029	CHEK2
0.029	AL008723.1
0.028	C1orf159
0.028	SLC25A34
0.028	AL450998.2
0.028	NBPF3
0.028	PDIK1L
0.028	EYA3
0.028	INKA2
0.028	AP4B1
0.028	NBPF11
0.028	AC245100.7
0.028	FALEC
0.028	AL606468.1
0.028	TMEM206
0.028	TGFB2
0.028	AC092159.2
0.028	AC079148.1
0.028	MAP4K3
0.028	LINC01816
0.028	DOK1
0.028	SLC25A12
0.028	CHRNA1
0.028	FAM117B
0.028	CRYGD
0.028	ZBTB20-AS4
0.028	MBD4
0.028	KLHL5
0.028	AC093827.5
0.028	ANK2
0.028	ANKRD37
0.028	ARL15
0.028	ARHGEF37
0.028	LY86-AS1
0.028	GABBR1
0.028	ATF6B
0.028	TEAD3
0.028	PNPLA1
0.028	PEX6
0.028	AL359715.3
0.028	AL589666.1
0.028	Z98200.1
0.028	SNX3
0.028	TRAF3IP2-AS1
0.028	IGF2R
0.028	PHF14
0.028	VWDE
0.028	CHN2
0.028	MINDY4
0.028	RSBN1L
0.028	AC002454.1
0.028	POLR2J3
0.028	PNPLA8
0.028	IRF5
0.028	AC073320.1
0.028	MKLN1
0.028	RAB9A
0.028	AC233976.1
0.028	FAM120C
0.028	PAGE5
0.028	TSIX
0.028	BRWD3
0.028	CTSB
0.028	AC087203.3
0.028	TACC1
0.028	LINC01301
0.028	AC011676.1
0.028	JRK
0.028	VLDLR-AS1
0.028	RMRP
0.028	CBWD3
0.028	AL162426.1
0.028	ST6GALNAC4
0.028	PHPT1
0.028	B4GALNT4
0.028	AC131934.1
0.028	MUC6
0.028	AC104389.4
0.028	HIPK3
0.028	CKAP5
0.028	DAGLA
0.028	MARK2
0.028	ATOH7
0.028	AC016394.1
0.028	ZCCHC24
0.028	AVPI1
0.028	ENTPD7
0.028	CUTC
0.028	CALHM3
0.028	XPNPEP1
0.028	PRH1
0.028	CREBL2
0.028	AC121338.1
0.028	FKBP11
0.028	RDH16
0.028	LRP1
0.028	ULK1
0.028	AL355001.2
0.028	AL161421.1
0.028	DNAJC3-DT
0.028	TMTC4
0.028	AL139353.1
0.028	AK7
0.028	TYRO3
0.028	FAM227B
0.028	AXIN1
0.028	NOXO1
0.028	AC010654.1
0.028	CRYM
0.028	AC133555.3
0.028	ZNF629
0.028	ZDHHC7
0.028	ZFPM1
0.028	RNASEK
0.028	AC002553.1
0.028	SMCR5
0.028	AC130324.1
0.028	PIGW
0.028	ABCA6
0.028	ARMC7
0.028	ABHD3
0.028	ZADH2
0.028	ZNF236
0.028	PARD6G-AS1
0.028	ADNP
0.028	FAM210B
0.028	ZGPAT
0.028	MEX3D
0.028	ZNF439
0.028	ADGRL1
0.028	LRFN3
0.028	ZNF420
0.028	HNRNPL
0.028	ERF
0.028	ZNF283
0.028	PPP5D1
0.028	ZNF114
0.028	DBP
0.028	ZSCAN5A
0.028	ZIK1
0.028	CHMP2A
0.027	DNAJC16
0.027	AL606491.1
0.027	ARID1A
0.027	MUTYH
0.027	AL445685.1
0.027	MSH4
0.027	LRRC8C-DT
0.027	RTCA-AS1
0.027	MAGI3
0.027	RPRD2
0.027	FLAD1
0.027	AL499616.1
0.027	NCF2
0.027	AL136987.1
0.027	DDX59
0.027	AL513314.2
0.027	AIDA
0.027	AL121990.1
0.027	KCNK1
0.027	EML6
0.027	AC007405.1
0.027	NEMP2
0.027	LINC01825
0.027	ASB1
0.027	SS18L2
0.027	ZNF197-AS1
0.027	AC079594.2
0.027	AC007823.1
0.027	VPS8
0.027	AC009570.1
0.027	EIF4E
0.027	ZDHHC11B
0.027	RFESD
0.027	AC113382.1
0.027	SPATA24
0.027	IL17B
0.027	CDYL
0.027	SIRT5
0.027	NKAPL
0.027	PGM3
0.027	AL158850.1
0.027	QKI
0.027	KIF25-AS1
0.027	ANKMY2
0.027	HIBADH
0.027	FZD9
0.027	TRIM73
0.027	COL26A1
0.027	FAM3C
0.027	AC005229.4
0.027	ZNF783
0.027	AC010973.2
0.027	PRPS2
0.027	DYNLT3
0.027	DDX3X
0.027	GDPD2
0.027	CUL4B
0.027	SLC9A6
0.027	HMGB3
0.027	AC246817.1
0.027	AC130352.1
0.027	AC138356.1
0.027	ADAM32
0.027	CSMD3
0.027	TRMT12
0.027	MROH6
0.027	CD72
0.027	AL138752.2
0.027	GOLM1
0.027	LINC01505
0.027	TNFSF15
0.027	TRIM32
0.027	NUP98
0.027	RTN4RL2
0.027	PCF11
0.027	SIDT2
0.027	AP001267.3
0.027	AP004609.3
0.027	WASHC2C
0.027	TMEM273
0.027	STK38L
0.027	AC025263.1
0.027	WSB2
0.027	WASF3
0.027	CDX2
0.027	LGALS3
0.027	GPR135
0.027	CATSPERB
0.027	KNL1
0.027	ZSCAN29
0.027	ST20-AS1
0.027	GOLGA6L9
0.027	AC048382.5
0.027	PDE8A
0.027	ANPEP
0.027	SPATA41
0.027	PCSK6
0.027	IFT140
0.027	ARL6IP1
0.027	AC092118.2
0.027	AC027682.3
0.027	AC092720.1
0.027	NXN
0.027	ANKFY1
0.027	FGF11
0.027	ARHGEF15
0.027	SPATA32
0.027	PDK2
0.027	FAM104A
0.027	AC124283.1
0.027	C18orf54
0.027	PCED1A
0.027	AL035252.3
0.027	AL117381.1
0.027	AL031055.1
0.027	CIRBP
0.027	TLE6
0.027	ZNF559
0.027	SLC5A5
0.027	OVOL3
0.027	ZNF112
0.027	EML2
0.027	RCN3
0.027	LINC01869
0.027	ZNF347
0.027	ZNF550
0.027	CLTCL1
0.027	KREMEN1
0.027	AC000035.1
0.027	AC004997.1
